,소비일자,소비업종,성별,연령대,소비건수(삼성),소비건수(신한)
221,20190102,의료,1,30,279.7,361.7
222,20190102,의료,1,40,380.3,457.7
223,20190102,의료,1,50,284.9,363.69999999999993
224,20190102,의료,1,60,210.9,369.2
225,20190102,의료,0,20,107.3,203.20000000000002
226,20190102,의료,0,30,292.8,391.79999999999995
227,20190102,의료,0,40,339.0,446.09999999999997
228,20190102,의료,0,50,298.8,389.6
229,20190102,의료,0,60,174.5,294.49999999999994
230,20190102,자동차,1,20,11.4,23.200000000000003
231,20190102,자동차,1,30,43.6,61.800000000000004
232,20190102,자동차,1,40,57.9,70.6
233,20190102,자동차,1,50,45.9,60.7
234,20190102,자동차,1,60,21.1,39.8
235,20190102,자동차,0,20,6.6,9.2
236,20190102,자동차,0,30,21.0,27.900000000000002
237,20190102,자동차,0,40,28.5,34.9
238,20190102,자동차,0,50,24.0,27.4
239,20190102,자동차,0,60,7.9,12.299999999999999
240,20190102,주유,1,20,43.2,76.9
241,20190102,주유,1,30,157.7,244.9
242,20190102,주유,1,40,231.7,332.0
243,20190102,주유,1,50,206.9,360.9
244,20190102,주유,1,60,102.1,392.1
245,20190102,주유,0,20,23.5,32.0
246,20190102,주유,0,30,68.5,104.6
247,20190102,주유,0,40,102.3,141.8
248,20190102,주유,0,50,94.2,132.4
249,20190102,주유,0,60,36.5,66.8
250,20190102,패션/잡화,1,20,8.8,28.799999999999997
251,20190102,패션/잡화,1,30,18.8,28.200000000000003
252,20190102,패션/잡화,1,40,25.9,31.9
253,20190102,패션/잡화,1,50,21.7,28.0
254,20190102,패션/잡화,1,60,11.4,16.0
255,20190102,패션/잡화,0,20,21.9,72.4
256,20190102,패션/잡화,0,30,27.0,46.2
257,20190102,패션/잡화,0,40,42.4,53.9
258,20190102,패션/잡화,0,50,39.8,48.6
259,20190102,패션/잡화,0,60,19.0,26.900000000000002
260,20190102,편의점,1,20,301.5,1102.3
261,20190102,편의점,1,30,542.9,945.4
262,20190102,편의점,1,40,448.0,675.0
263,20190102,편의점,1,50,213.7,363.2
264,20190102,편의점,1,60,56.2,122.2
265,20190102,편의점,0,20,210.1,643.1
266,20190102,편의점,0,30,223.5,400.4
267,20190102,편의점,0,40,224.0,329.0
268,20190102,편의점,0,50,142.0,206.0
269,20190102,편의점,0,60,36.9,67.0
270,20190102,할인점/마트,1,20,128.6,562.7
271,20190102,할인점/마트,1,30,466.0,776.3
272,20190102,할인점/마트,1,40,634.3,932.4000000000001
273,20190102,할인점/마트,1,50,434.9,707.5
274,20190102,할인점/마트,1,60,228.9,450.0
275,20190102,할인점/마트,0,20,158.3,514.4
276,20190102,할인점/마트,0,30,440.3,726.7
277,20190102,할인점/마트,0,40,659.9,1038.6
278,20190102,할인점/마트,0,50,542.5,905.5999999999999
279,20190102,할인점/마트,0,60,258.8,506.7
280,20190103,가전/가구,1,20,8.2,36.1
281,20190103,가전/가구,1,30,26.7,29.9
282,20190103,가전/가구,1,40,42.5,25.3
283,20190103,가전/가구,1,50,37.5,19.4
284,20190103,가전/가구,1,60,19.8,11.8
285,20190103,가전/가구,0,20,8.8,26.1
286,20190103,가전/가구,0,30,20.8,20.6
287,20190103,가전/가구,0,40,38.3,21.5
288,20190103,가전/가구,0,50,31.8,18.3
289,20190103,가전/가구,0,60,14.5,8.8
290,20190103,가정생활/서비스,1,20,0.6,69.0
291,20190103,가정생활/서비스,1,30,3.8,123.49999999999999
292,20190103,가정생활/서비스,1,40,4.5,162.3
293,20190103,가정생활/서비스,1,50,1.8,111.7
294,20190103,가정생활/서비스,1,60,1.3,48.5
295,20190103,가정생활/서비스,0,20,1.2,69.80000000000001
296,20190103,가정생활/서비스,0,30,17.1,141.89999999999998
297,20190103,가정생활/서비스,0,40,7.0,176.9
298,20190103,가정생활/서비스,0,50,2.3,93.6
299,20190103,가정생활/서비스,0,60,1.5,31.0
300,20190103,교육/학원,1,20,8.8,27.5
301,20190103,교육/학원,1,30,45.2,32.1
302,20190103,교육/학원,1,40,119.7,87.5
303,20190103,교육/학원,1,50,42.2,37.900000000000006
304,20190103,교육/학원,1,60,9.4,9.299999999999999
305,20190103,교육/학원,0,20,16.7,50.900000000000006
306,20190103,교육/학원,0,30,69.6,61.3
307,20190103,교육/학원,0,40,137.1,117.89999999999999
308,20190103,교육/학원,0,50,35.5,32.1
309,20190103,교육/학원,0,60,9.1,8.3
310,20190103,미용,1,20,19.5,52.8
311,20190103,미용,1,30,35.9,51.9
312,20190103,미용,1,40,43.0,56.4
313,20190103,미용,1,50,29.8,45.4
314,20190103,미용,1,60,9.0,23.4
315,20190103,미용,0,20,44.5,62.400000000000006
316,20190103,미용,0,30,45.8,47.6
317,20190103,미용,0,40,61.0,67.3
318,20190103,미용,0,50,44.3,61.8
319,20190103,미용,0,60,14.9,31.9
320,20190103,백화점/상품권/아울렛,1,20,16.8,28.5
321,20190103,백화점/상품권/아울렛,1,30,65.0,46.1
322,20190103,백화점/상품권/아울렛,1,40,72.4,43.2
323,20190103,백화점/상품권/아울렛,1,50,45.3,30.4
324,20190103,백화점/상품권/아울렛,1,60,22.6,19.1
325,20190103,백화점/상품권/아울렛,0,20,45.2,71.6
326,20190103,백화점/상품권/아울렛,0,30,115.7,96.9
327,20190103,백화점/상품권/아울렛,0,40,129.2,88.3
328,20190103,백화점/상품권/아울렛,0,50,96.9,70.2
329,20190103,백화점/상품권/아울렛,0,60,43.6,39.0
330,20190103,스포츠/문화/레저,1,20,65.1,399.79999999999995
331,20190103,스포츠/문화/레저,1,30,81.1,143.4
332,20190103,스포츠/문화/레저,1,40,90.7,141.6
333,20190103,스포츠/문화/레저,1,50,60.2,91.19999999999999
334,20190103,스포츠/문화/레저,1,60,23.9,35.9
335,20190103,스포츠/문화/레저,0,20,35.8,144.0
336,20190103,스포츠/문화/레저,0,30,56.4,108.5
337,20190103,스포츠/문화/레저,0,40,82.1,153.5
338,20190103,스포츠/문화/레저,0,50,60.0,87.9
339,20190103,스포츠/문화/레저,0,60,21.1,31.900000000000002
340,20190103,여행/교통,1,20,20.8,18.9
341,20190103,여행/교통,1,30,63.4,23.700000000000003
342,20190103,여행/교통,1,40,82.5,28.599999999999998
343,20190103,여행/교통,1,50,58.9,19.299999999999997
344,20190103,여행/교통,1,60,22.0,9.5
345,20190103,여행/교통,0,20,25.6,13.0
346,20190103,여행/교통,0,30,46.8,15.0
347,20190103,여행/교통,0,40,55.0,17.4
348,20190103,여행/교통,0,50,40.9,10.899999999999999
349,20190103,여행/교통,0,60,12.8,5.000000000000001
350,20190103,요식/유흥,1,20,369.9,1236.2
351,20190103,요식/유흥,1,30,895.8,1278.0
352,20190103,요식/유흥,1,40,1007.3,1212.3999999999999
353,20190103,요식/유흥,1,50,646.9,874.9
354,20190103,요식/유흥,1,60,249.2,423.50000000000006
355,20190103,요식/유흥,0,20,453.2,1275.6000000000001
356,20190103,요식/유흥,0,30,720.2,1034.0
357,20190103,요식/유흥,0,40,874.0,1084.8
358,20190103,요식/유흥,0,50,554.0,712.6999999999999
359,20190103,요식/유흥,0,60,179.3,274.09999999999997
360,20190103,의료,1,20,49.1,123.80000000000001
361,20190103,의료,1,30,236.6,305.3
362,20190103,의료,1,40,323.1,389.0
363,20190103,의료,1,50,252.0,322.4
364,20190103,의료,1,60,200.3,344.3
365,20190103,의료,0,20,97.4,178.2
366,20190103,의료,0,30,259.6,344.29999999999995
367,20190103,의료,0,40,301.5,390.0
368,20190103,의료,0,50,274.3,353.40000000000003
369,20190103,의료,0,60,164.9,278.4
370,20190103,자동차,1,20,11.2,21.8
371,20190103,자동차,1,30,41.8,58.400000000000006
372,20190103,자동차,1,40,54.7,67.0
373,20190103,자동차,1,50,43.5,59.3
374,20190103,자동차,1,60,20.8,39.2
375,20190103,자동차,0,20,6.2,9.0
376,20190103,자동차,0,30,20.3,27.099999999999998
377,20190103,자동차,0,40,28.1,34.0
378,20190103,자동차,0,50,22.9,27.0
379,20190103,자동차,0,60,8.2,12.700000000000001
380,20190103,주유,1,20,41.9,76.4
381,20190103,주유,1,30,153.6,236.3
382,20190103,주유,1,40,230.3,326.4
383,20190103,주유,1,50,208.4,374.4
384,20190103,주유,1,60,106.9,413.7
385,20190103,주유,0,20,22.1,32.3
386,20190103,주유,0,30,66.9,101.9
387,20190103,주유,0,40,99.8,139.3
388,20190103,주유,0,50,94.4,131.0
389,20190103,주유,0,60,36.2,67.7
390,20190103,패션/잡화,1,20,8.8,27.6
391,20190103,패션/잡화,1,30,18.1,26.6
392,20190103,패션/잡화,1,40,25.1,30.1
393,20190103,패션/잡화,1,50,21.0,26.8
394,20190103,패션/잡화,1,60,10.9,15.700000000000001
395,20190103,패션/잡화,0,20,22.9,73.8
396,20190103,패션/잡화,0,30,29.5,49.0
397,20190103,패션/잡화,0,40,43.2,55.0
398,20190103,패션/잡화,0,50,38.5,49.300000000000004
399,20190103,패션/잡화,0,60,19.0,28.5
400,20190103,편의점,1,20,312.8,1134.9
401,20190103,편의점,1,30,565.8,975.7
402,20190103,편의점,1,40,463.5,700.5
403,20190103,편의점,1,50,222.6,378.5
404,20190103,편의점,1,60,57.5,127.3
405,20190103,편의점,0,20,221.4,672.1
406,20190103,편의점,0,30,240.0,422.6
407,20190103,편의점,0,40,233.6,342.4
408,20190103,편의점,0,50,146.3,215.9
409,20190103,편의점,0,60,39.2,70.3
410,20190103,할인점/마트,1,20,128.6,564.2
411,20190103,할인점/마트,1,30,463.8,765.8000000000001
412,20190103,할인점/마트,1,40,626.2,915.0
413,20190103,할인점/마트,1,50,430.8,694.5999999999999
414,20190103,할인점/마트,1,60,239.0,456.59999999999997
415,20190103,할인점/마트,0,20,158.4,506.09999999999997
416,20190103,할인점/마트,0,30,455.5,732.5
417,20190103,할인점/마트,0,40,655.4,1022.0
418,20190103,할인점/마트,0,50,550.9,900.7
419,20190103,할인점/마트,0,60,272.4,520.6
420,20190104,가전/가구,1,20,9.0,38.8
421,20190104,가전/가구,1,30,28.0,32.3
422,20190104,가전/가구,1,40,43.7,26.7
423,20190104,가전/가구,1,50,38.1,19.3
424,20190104,가전/가구,1,60,20.0,12.0
425,20190104,가전/가구,0,20,9.4,28.1
426,20190104,가전/가구,0,30,21.3,22.6
427,20190104,가전/가구,0,40,35.6,23.2
428,20190104,가전/가구,0,50,32.9,19.0
429,20190104,가전/가구,0,60,15.4,9.2
430,20190104,가정생활/서비스,1,20,0.4,64.4
431,20190104,가정생활/서비스,1,30,1.6,112.9
432,20190104,가정생활/서비스,1,40,2.2,138.5
433,20190104,가정생활/서비스,1,50,1.5,89.0
434,20190104,가정생활/서비스,1,60,1.2,44.9
435,20190104,가정생활/서비스,0,20,0.5,57.4
436,20190104,가정생활/서비스,0,30,1.8,124.3
437,20190104,가정생활/서비스,0,40,2.4,134.1
438,20190104,가정생활/서비스,0,50,1.9,70.0
439,20190104,가정생활/서비스,0,60,1.1,28.5
440,20190104,교육/학원,1,20,8.2,24.599999999999998
441,20190104,교육/학원,1,30,43.0,28.9
442,20190104,교육/학원,1,40,105.3,74.6
443,20190104,교육/학원,1,50,36.6,32.1
444,20190104,교육/학원,1,60,9.2,8.5
445,20190104,교육/학원,0,20,16.7,46.9
446,20190104,교육/학원,0,30,64.5,51.099999999999994
447,20190104,교육/학원,0,40,119.9,99.1
448,20190104,교육/학원,0,50,32.0,27.799999999999997
449,20190104,교육/학원,0,60,8.0,7.6
450,20190104,미용,1,20,20.7,56.9
451,20190104,미용,1,30,40.2,58.599999999999994
452,20190104,미용,1,40,45.2,59.300000000000004
453,20190104,미용,1,50,29.9,46.7
454,20190104,미용,1,60,8.8,24.7
455,20190104,미용,0,20,49.0,63.2
456,20190104,미용,0,30,48.7,52.0
457,20190104,미용,0,40,60.3,69.4
458,20190104,미용,0,50,46.6,63.6
459,20190104,미용,0,60,15.7,32.5
460,20190104,백화점/상품권/아울렛,1,20,18.9,32.5
461,20190104,백화점/상품권/아울렛,1,30,74.8,54.7
462,20190104,백화점/상품권/아울렛,1,40,82.4,46.4
463,20190104,백화점/상품권/아울렛,1,50,50.0,34.9
464,20190104,백화점/상품권/아울렛,1,60,24.4,20.1
465,20190104,백화점/상품권/아울렛,0,20,52.7,82.4
466,20190104,백화점/상품권/아울렛,0,30,130.7,110.7
467,20190104,백화점/상품권/아울렛,0,40,145.1,99.3
468,20190104,백화점/상품권/아울렛,0,50,105.3,80.7
469,20190104,백화점/상품권/아울렛,0,60,47.6,43.3
470,20190104,스포츠/문화/레저,1,20,77.9,438.4
471,20190104,스포츠/문화/레저,1,30,94.9,163.70000000000002
472,20190104,스포츠/문화/레저,1,40,102.1,151.0
473,20190104,스포츠/문화/레저,1,50,65.1,92.9
474,20190104,스포츠/문화/레저,1,60,25.4,37.7
475,20190104,스포츠/문화/레저,0,20,38.9,148.6
476,20190104,스포츠/문화/레저,0,30,59.6,110.8
477,20190104,스포츠/문화/레저,0,40,85.2,150.7
478,20190104,스포츠/문화/레저,0,50,62.2,85.69999999999999
479,20190104,스포츠/문화/레저,0,60,20.9,32.0
480,20190104,여행/교통,1,20,26.9,20.200000000000003
481,20190104,여행/교통,1,30,75.9,25.5
482,20190104,여행/교통,1,40,94.5,29.8
483,20190104,여행/교통,1,50,63.8,20.8
484,20190104,여행/교통,1,60,22.4,9.4
485,20190104,여행/교통,0,20,30.4,14.0
486,20190104,여행/교통,0,30,53.7,17.0
487,20190104,여행/교통,0,40,60.8,17.8
488,20190104,여행/교통,0,50,41.6,11.6
489,20190104,여행/교통,0,60,12.7,5.3
490,20190104,요식/유흥,1,20,411.5,1336.1999999999998
491,20190104,요식/유흥,1,30,998.8,1429.4999999999998
492,20190104,요식/유흥,1,40,1140.1,1368.4
493,20190104,요식/유흥,1,50,708.2,961.8
494,20190104,요식/유흥,1,60,259.1,446.7
495,20190104,요식/유흥,0,20,506.7,1362.9
496,20190104,요식/유흥,0,30,785.6,1132.3
497,20190104,요식/유흥,0,40,949.5,1190.8
498,20190104,요식/유흥,0,50,587.0,763.5
499,20190104,요식/유흥,0,60,188.2,284.69999999999993
500,20190104,의료,1,20,50.8,126.19999999999999
501,20190104,의료,1,30,242.4,310.4
502,20190104,의료,1,40,335.9,400.6
503,20190104,의료,1,50,262.1,335.90000000000003
504,20190104,의료,1,60,199.7,344.20000000000005
505,20190104,의료,0,20,100.5,182.8
506,20190104,의료,0,30,265.0,346.20000000000005
507,20190104,의료,0,40,305.9,400.6
508,20190104,의료,0,50,283.4,366.4
509,20190104,의료,0,60,167.4,284.59999999999997
510,20190104,자동차,1,20,12.5,23.5
511,20190104,자동차,1,30,44.2,62.1
512,20190104,자동차,1,40,54.2,68.7
513,20190104,자동차,1,50,43.6,59.4
514,20190104,자동차,1,60,21.0,39.5
515,20190104,자동차,0,20,6.6,9.6
516,20190104,자동차,0,30,21.7,29.0
517,20190104,자동차,0,40,28.4,34.0
518,20190104,자동차,0,50,22.8,26.8
519,20190104,자동차,0,60,8.2,11.600000000000001
520,20190104,주유,1,20,46.6,86.7
521,20190104,주유,1,30,166.2,259.2
522,20190104,주유,1,40,240.4,342.5
523,20190104,주유,1,50,213.7,386.1
524,20190104,주유,1,60,108.8,419.7
525,20190104,주유,0,20,23.4,32.6
526,20190104,주유,0,30,69.6,105.8
527,20190104,주유,0,40,101.7,141.4
528,20190104,주유,0,50,94.4,133.0
529,20190104,주유,0,60,36.3,69.2
530,20190104,패션/잡화,1,20,10.0,30.1
531,20190104,패션/잡화,1,30,20.0,29.2
532,20190104,패션/잡화,1,40,27.3,32.3
533,20190104,패션/잡화,1,50,22.3,27.5
534,20190104,패션/잡화,1,60,10.6,16.4
535,20190104,패션/잡화,0,20,26.8,82.6
536,20190104,패션/잡화,0,30,31.9,53.0
537,20190104,패션/잡화,0,40,43.2,59.1
538,20190104,패션/잡화,0,50,40.4,50.3
539,20190104,패션/잡화,0,60,19.1,28.8
540,20190104,편의점,1,20,330.2,1176.7
541,20190104,편의점,1,30,599.6,1032.4
542,20190104,편의점,1,40,491.4,739.4
543,20190104,편의점,1,50,233.3,392.2
544,20190104,편의점,1,60,59.2,129.9
545,20190104,편의점,0,20,235.3,692.5
546,20190104,편의점,0,30,257.1,446.3
547,20190104,편의점,0,40,244.5,364.3
548,20190104,편의점,0,50,152.4,225.9
549,20190104,편의점,0,60,40.3,72.6
550,20190104,할인점/마트,1,20,134.6,583.8
551,20190104,할인점/마트,1,30,494.7,819.7
552,20190104,할인점/마트,1,40,659.4,968.6
